Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Wed 02 Mar 2016 01:58:45,Chicago,Pablo Tacos,NotFound,NotFound,Mexican,-87.69666,41.819057,"4106 S Archer Ave, Chicago, IL 60632-1813 ",7736501166,4635,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d430654-Reviews-Pablo_Tacos-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:51,Chicago,Kentone's Drive In,5,NotFound,NotFound,-87.64085,41.85763,"551 W 18TH St, Chicago, IL 60616-1147 ",3122264004,2363,4.8,0,0,0,1,4,/Restaurant_Review-g35805-d428863-Reviews-Kentone_s_Drive_In-Chicago_Illinois.html
Wed 02 Mar 2016 01:58:56,Chicago,Baba's Village,9,NotFound,NotFound,-87.63958,41.87725,"310 S Canal St, Chicago, IL 60606 ",3128800010,3978,3.44444444444,0,1,4,3,1,/Restaurant_Review-g35805-d4202990-Reviews-Baba_s_Village-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:02,Chicago,Mario's Table,113,2,Italian,-87.6297,41.905598,"21 W Goethe St, Ste 1A, Chicago, IL 60610-2251  (Dearborn) ",3129440199,268,4.41592920354,3,0,10,34,66,/Restaurant_Review-g35805-d477559-Reviews-Mario_s_Table-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:09,Chicago,Jimmy Johns,NotFound,NotFound,NotFound,-87.665016,41.92184,"2206 N Clybourn Ave, Chicago, IL 60614 ",7734770077,7265,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4194350-Reviews-Jimmy_Johns-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:15,Chicago,Goodwin's,3,NotFound,NotFound,-87.63586,41.88607,"333 West Wacker Drive, Lobby, Chicago, IL 60606 ",3126341134,2413,4.66666666667,0,0,0,1,2,/Restaurant_Review-g35805-d428009-Reviews-Goodwin_s-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:21,Chicago,Maiz,3,2,Mexican,-87.69682,41.90051,"1041 N California Ave, Chicago, IL 60622 ",7732763149,3234,4.33333333333,0,0,0,2,1,/Restaurant_Review-g35805-d827503-Reviews-Maiz-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:27,Chicago,Chikis Pizza,NotFound,NotFound,NotFound,-87.67207,42.0023,"6621 N Clark St, Chicago, IL 60626 ",7732749927,6558,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4199119-Reviews-Chikis_Pizza-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:33,Chicago,Restaurante Buen Sabor,NotFound,NotFound,NotFound,-87.68897,41.97082,"4911 N Western Ave, Chicago, IL 60625-1921 ",7738781001,5041,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4289606-Reviews-Restaurante_Buen_Sabor-Chicago_Illinois.html
Wed 02 Mar 2016 01:59:38,Chicago,Dona Torta,NotFound,NotFound,NotFound,-87.70879,41.844395,"3331 West 26th Street, Chicago, IL 60623 ",7732570000,7486,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4809288-Reviews-Dona_Torta-Chicago_Illinois.html
