Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Thu 03 Mar 2016 04:24:03,SanFran,Thai-To-Go,1,NotFound,Thai,-122.39393,37.792442,"101 Spear St, Apt O, San Francisco, CA 94105 ",4157776989,3403,2.0,0,1,0,0,0,/Restaurant_Review-g60713-d4369288-Reviews-Thai_To_Go-San_Francisco_California.html
Thu 03 Mar 2016 04:24:19,SanFran,Peter D's,42,NotFound,American,-122.42376,37.79586,"2201 Van Ness Ave, San Francisco, CA 94109 ",4157718505,717,4.3571,0,1,6,12,23,/Restaurant_Review-g60713-d537907-Reviews-Peter_D_s-San_Francisco_California.html
Thu 03 Mar 2016 04:24:38,SanFran,Alamo Square Seafood Grill,144,3,French,-122.43159,37.776962,"803 Fillmore St, San Francisco, CA 94117-1703  (Grove) ",4154402828,234,4.5,0,2,14,38,90,/Restaurant_Review-g60713-d349421-Reviews-Alamo_Square_Seafood_Grill-San_Francisco_California.html
Thu 03 Mar 2016 04:24:49,SanFran,Palio Cafe,1,NotFound,NotFound,-122.39886,37.78727,"163 2nd St, San Francisco, CA 94105 ",4157789858,3408,2.0,0,1,0,0,0,/Restaurant_Review-g60713-d4434726-Reviews-Palio_Cafe-San_Francisco_California.html
Thu 03 Mar 2016 04:25:08,SanFran,Martuni's Bar,26,NotFound,International,-122.42272,37.772537,"4 Valencia Street, at corner of Market Street, San Francisco, CA ",4152410205,898,4.0769,0,0,5,14,7,/Restaurant_Review-g60713-d1990519-Reviews-Martuni_s_Bar-San_Francisco_California.html
Thu 03 Mar 2016 04:25:25,SanFran,Jitlada Thai Cuisine,33,2,Asian,-122.43006,37.78694,"1826 Buchanan St, San Francisco, CA 94115-3211 ",4152929027,993,4.2424,0,2,3,13,15,/Restaurant_Review-g60713-d370417-Reviews-Jitlada_Thai_Cuisine-San_Francisco_California.html
Thu 03 Mar 2016 04:25:37,SanFran,Dimples,NotFound,NotFound,NotFound,-122.430115,37.785755,"1700 Post St, San Francisco, CA 94115 ",4157756688,3773,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g60713-d5536296-Reviews-Dimples-San_Francisco_California.html
Thu 03 Mar 2016 04:25:55,SanFran,Cathay House,223,2,Chinese,-122.40623,37.79258,"718 California St, San Francisco, CA 94108-2404 ",4159823388,3384,2.0807,107,32,51,25,8,/Restaurant_Review-g60713-d360227-Reviews-Cathay_House-San_Francisco_California.html
Thu 03 Mar 2016 04:26:13,SanFran,Sous Beurre Kitchen,18,NotFound,French,-122.40673,37.753105,"2704 24th St, San Francisco, CA 94110 ",4158749831,1071,4.2222,1,0,3,4,10,/Restaurant_Review-g60713-d7656683-Reviews-Sous_Beurre_Kitchen-San_Francisco_California.html
Thu 03 Mar 2016 04:26:28,SanFran,Cafe XO,9,NotFound,Cafe,-122.426384,37.742252,"1799 Church St, San Francisco, CA 94131-2450 ",4158263535,1474,4.3333,0,0,0,6,3,/Restaurant_Review-g60713-d372117-Reviews-Cafe_XO-San_Francisco_California.html
Thu 03 Mar 2016 04:26:42,SanFran,Ala Romana,26,2,Italian,-122.41309,37.795345,"1098 Jackson Street, San Francisco, CA 94133 ",14152923699,1108,4.2308,0,3,1,9,13,/Restaurant_Review-g60713-d5452172-Reviews-Ala_Romana-San_Francisco_California.html
Thu 03 Mar 2016 04:27:00,SanFran,Eat Drink Play,NotFound,NotFound,NotFound,-122.404274,37.711597,"28 Leland Ave, San Francisco, CA 94134 ",4155877688,3721,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g60713-d4854670-Reviews-Eat_Drink_Play-San_Francisco_California.html
